search_id,row_index,DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
2,110,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,16.4–16.9 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M KCl,<10 m² g⁻¹,,0.03 A g⁻¹,56.8 F g⁻¹,,
2,111,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,14.9–15.2 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M RbCl,<10 m² g⁻¹,,0.03 A g⁻¹,49.9 F g⁻¹,,
2,112,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,"13.96–14.0 Å (1–0 V, negligible change)",,,,,~2 mm,~1–2 mg,1M CsCl,<10 m² g⁻¹,,0.03 A g⁻¹,44.9 F g⁻¹,,
2,113,10.1002/smsc.202500367,"2025, Li et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –F, =O, –OH terminations",MILD (LiF/HCl etching of Ti₃AlC₂),Multilayer,14.24–14.49 Å (0–1 V),,,,,~2 mm,~1–2 mg,1M NH₄Cl,<10 m² g⁻¹,,,,,
3,0,10.1016/j.nanoen.2020.104886,"2020, Zhu et al.",Ti3C2Tx,Ti3C2 with surface termination groups (Tx),"LiF/HCl etching (MILD); 1g LiF + 20 mL 9M HCl, 35°C, 24h; vacuum filtration on PTFE membrane",Delaminated/few-layer,11.15 Å (XRD (002) peak at 7.87° 2θ),"0.2–2 µm (bimodal, SEM)",,,,,,1 M KOH,,5 mV s⁻¹,5 A g⁻¹,82 F g⁻¹ at 5 A g⁻¹,,
3,1,10.1016/j.nanoen.2020.104886,"2020, Zhu et al.",Ti3C2Tx (Expanded MXene),Ti3C2 with surface termination groups (Tx); crumpled/expanded morphology,"LiF/HCl etching + MgO hard template (≤50 nm, 200 mg MgO per 50 mg MXene); MgO removed with 3M acetic acid","Delaminated, crumpled layers",13.60 Å (expanded from 11.15 Å via MgO templating),0.2–2 µm (same precursor; MgO ≤50 nm),,,,,,1 M KOH,,5 mV s⁻¹,5 A g⁻¹,180 F g⁻¹ at 1 A g⁻¹; 112 F g⁻¹ at 5 A g⁻¹,,
3,2,10.1016/j.nanoen.2020.104886,"2020, Zhu et al.",Ti3C1.7Tx (MXene Foam),Ti3C1.7 with surface terminations; curved porous layers (carbon loss confirmed by EDX),"LiF/HCl etching + urea composite (200 mg urea per 50 mg MXene); pyrolyzed 550°C, Ar, 2h","Delaminated, porous foam architecture",Slightly decreased vs. pristine (H2O de-intercalation during pyrolysis; exact value not stated),,Macroporous (numerous macropores by SEM; no quantified %),,,,~3.5 mg cm⁻² (stated in symmetric device section),1 M KOH,,5 mV s⁻¹,5 A g⁻¹,203 F g⁻¹ at 5 A g⁻¹,,811 mF cm⁻² at 5 A g⁻¹
3,28,10.1039/c6ra27880a,"2017, Xia et al.",Ti₃C₂Tₓ,"NiO nanosheets on derived TiO₂/C-Ti₃C₂Tₓ MXene; –OH, –F, =O terminations; Ni²⁺ active sites",HF etching of Ti₃AlC₂ MAX + DMSO exfoliation; hydrothermal Ni(OH)₂ growth at 90°C for 4h; annealing at 400°C for 1h to form NiO,Multilayer (~10–70 layers),,,,21.1 nm,,,,1 M KOH (aqueous),77.5 m² g⁻¹,10 mV s⁻¹,1 A g⁻¹,60.7 mA h g⁻¹,92.0 mA h cm⁻³,
3,29,10.1039/c6ra27880a,"2017, Xia et al.",Ti₃C₂Tₓ,"Pristine Ti₃C₂ with –OH, –F, =O surface terminations; Ti:C:O:F = 27:15:11:10 (atomic ratio)",HF etching (50 wt%) of Ti₃AlC₂ MAX at room temperature for 24h; DMSO intercalation and sonication exfoliation,Multilayer (~10–70 layers),,,,24.1 nm,,40–220 nm (sheet thickness from FESEM),,1 M KOH (aqueous),10.0 m² g⁻¹,10 mV s⁻¹,1 A g⁻¹,8.2 mA h g⁻¹,,
3,53,10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Fluoride-free Ti₃C₂Tₓ; anodic decomposition of Al from Ti₃AlC₂,Electrochemical etching (binary aqueous electrolyte); in situ NH₄OH intercalation,Exfoliated sheets,,,,,,,,Binary aqueous electrolyte,,10 mV s⁻¹,,,439 F cm⁻³,
3,54,10.1021/acsomega.3c02002,2023; Aravind et al.,Ti₃C₂Tₓ,Ti₃C₂ with –Cl and –O terminations; F-free,Electrochemical etching in mixed LiOH/LiCl (Chen et al.),,Increased (–Cl large ionic size),,,,,,,LiOH + LiCl,,,,323.7 F g⁻¹,,
3,58,10.1021/acsomega.3c02002,2023; Aravind et al.,(Mo₂/₃Y₁/₃)₂C,Mo/Y carbide with in-plane elemental order; from (Mo₂/₃Y₁/₃)₂AlC i-MAX,Etching of i-MAX phase (Al removal; Persson et al.),Film,,,,,,1.2 µm,,1 M KOH,,2 mV s⁻¹,,,1500 F cm⁻³,
3,59,10.1021/acsomega.3c02002,2023; Aravind et al.,Mo₁.₃₃CTₓ,Mo carbide with in-plane vacancy ordering; from (Mo₂/₃Sc₁/₃)₂AlC,HF etching (selective etching of Al and Sc; Halim et al.),,,,,,,2 µm,,1 M H₂SO₄,,2 mV s⁻¹,,,1100–1308 F cm⁻³,
3,91,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations, ultra-thin film",Delamination + vacuum filtration,,,,,,,90 nm,,3 M H₂SO₄,,10 mV s⁻¹,,450 F g⁻¹,,
3,92,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,,,,,,,5 µm,,1 M H₂SO₄,,2 mV s⁻¹,,246 F g⁻¹,,
3,93,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,,,,,,,30 µm,,1 M H₂SO₄,,2 mV s⁻¹,,182 F g⁻¹,,
3,94,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ clay, rolled compact film",Rolling of MXene-clay,,,,,,,75 µm,,1 M H₂SO₄,,2 mV s⁻¹,,161 F g⁻¹,,
3,95,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ porous particles with carbon black,Low-concentration freeze-drying + slurry,,,,,,,4 µm,1 mg cm⁻²,1 M NaCl / 6 M KOH,,5 mV s⁻¹,,156 F g⁻¹ (NaCl); 205 F g⁻¹ (KOH),,
3,96,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm,,,,13 µm,0.43 mg cm⁻²,3 M H₂SO₄,,10 mV s⁻¹,,316 F g⁻¹,,
3,97,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm,,,,25 µm,0.9 mg cm⁻²,3 M H₂SO₄,,10 mV s⁻¹,,314 F g⁻¹,,
3,98,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm,,,,180 µm,4.3 mg cm⁻²,3 M H₂SO₄,,10 mV s⁻¹,,310 F g⁻¹,,
3,99,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Mo₂CTₓ,"Mo₂C hollow spheres, macroporous film",PMMA sacrificial template + vacuum filtration,,,200 nm–2 µm,,,,30 µm,0.6 mg cm⁻²,3 M H₂SO₄,,,3 mA cm⁻²,160 F g⁻¹,,
3,100,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/Bacterial Cellulose,"Ti₃C₂ with bacterial cellulose, macroporous foam",MXene + bacterial cellulose assembly,,,,,,,,5 mg cm⁻²,3 M H₂SO₄,,3 mA cm⁻²,,416 F g⁻¹,,2084 mF cm⁻²
3,101,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with EDA functionalization, aerogel",EDA functionalization + freeze-drying,,,,,,,,2 mg cm⁻²,1 M KOH,176.3 m² g⁻¹,2 mV s⁻¹,,87 F g⁻¹,,
3,102,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with EDA functionalization, aerogel",EDA functionalization + freeze-drying,,,,,,,,15 mg cm⁻²,1 M KOH,,2 mV s⁻¹,,68 F g⁻¹,,
3,103,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ freeze-cast aerogel,Uncontrolled freeze-casting,,,,,,,,,1 M Na₂SO₄,,2 mV s⁻¹,,67 F g⁻¹,,
3,104,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/NiO,"Ti₃C₂ with 50 wt% NiO, freeze-cast composite aerogel",Freeze-casting + NiO composite,,,,,,,,,1 M Na₂SO₄,,2 mV s⁻¹,,77 F g⁻¹,,
3,105,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with thiourea dioxide/NH₃ functionalization, aerogel; density ~27 mg cm⁻³",Thiox + ammonia functionalization + freeze-drying,,,,,,,,0.14 mg cm⁻²,3 M H₂SO₄,,10 mV s⁻¹,,438 F g⁻¹,,
3,106,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with thiourea dioxide/NH₃ functionalization, aerogel; high mass loading",Thiox + ammonia functionalization + freeze-drying,,,,,,,,1.82 mg cm⁻²,3 M H₂SO₄,,10 mV s⁻¹,,427 F g⁻¹,,
3,107,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ with Fe²⁺ cation-induced gelation, freeze-dried aerogel",Fe²⁺ cation-induced gelation + freeze-drying,,,,,,,,,3 M H₂SO₄,27 m² g⁻¹,,,272 F g⁻¹,,
3,108,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,Ti₃C₂ unidirectional freeze-cast aerogel; porosity >99%,Unidirectional freeze-casting (5°C min⁻¹ to −70°C),,,,>99%,Lamellar spacing 28–48 µm,,10 mm,,3 M H₂SO₄,,10 mV s⁻¹,,282 F g⁻¹,3 F cm⁻³,
3,109,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ rolled freeze-cast aerogel, high density (~1 g cm⁻³)",Unidirectional freeze-casting + calendaring,,,,,~1 µm (accessible pores),,60 µm,,3 M H₂SO₄,,10 mV s⁻¹,,315 F g⁻¹,323 F cm⁻³,
3,110,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ rolled freeze-cast aerogel, low density (0.434 g cm⁻³)",Unidirectional freeze-casting + calendaring (slice),,,,,~1 µm (accessible pores),,60 µm,,3 M H₂SO₄,,10 mV s⁻¹,,421 F g⁻¹,183 F cm⁻³,
3,111,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ vertically aligned array on Cu, all-solid-state supercapacitor",Concentrated HF etching + Cu sacrificial template + KOH treatment,Accordion-like multilayer,Expanded via KOH treatment,,,,,5 µm,,PVA-H₃PO₄,,,,485 F g⁻¹,,
3,112,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ vertically aligned array on Cu, all-solid-state supercapacitor",Concentrated HF etching + Cu sacrificial template + KOH treatment,Accordion-like multilayer,Expanded via KOH treatment,,,,,50 µm,,PVA-H₃PO₄,,,,354 F g⁻¹,,
3,113,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/rGO,"Ti₃C₂ with rGO, self-healing freeze-cast aerogel MSC; density 0.012 g cm⁻³",rGO composite + freeze-casting + polyurethane matrix,,,,,,,,,PVA-H₂SO₄,,,,,,34.6 mF cm⁻²
3,114,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/AC/CNT/GO,"N-doped Ti₃C₂ with activated carbon, CNTs, GO composite ink",N-doped MXene + extrusion 3D printing + freeze-drying,,,,,,,1.65 mm (1 layer),21.67 mg cm⁻²,PVA-H₂SO₄,,,,142 F g⁻¹,,142 mF cm⁻²
3,115,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/AC/CNT/GO,"N-doped Ti₃C₂ with activated carbon, CNTs, GO composite ink",N-doped MXene + extrusion 3D printing + freeze-drying,,,,,,,3.3 mm (2 layers),42.25 mg cm⁻²,PVA-H₂SO₄,,,,120 F g⁻¹,,
3,116,10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ additive-free, 3D printed freestanding MSC; flake size 8 µm, 1–3 layers",Additive-free extrusion 3D printing (250–330 µm nozzle) + freeze-drying,1–3 layers,,8 µm (average lateral size),,,,,8.5 mg cm⁻²,PVA-H₂SO₄,177 m² g⁻¹,1.7 mA cm⁻²,,242 F g⁻¹,,2100 mF cm⁻²
3,117,10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,Ti₃C₂ with surface terminations (Tₓ),Colloidal solution synthesis (ref. Alhabeb et al. 2017),Delaminated nanosheets; no explicit count,(002) peak at 2θ = 7.24°; d-spacing value not explicitly calculated,1–3 µm,,,,,,1 mol L⁻¹ Et₄NBF₄/AN,4.66 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,17 F g⁻¹,,
3,119,10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 1:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",,1–3 µm (MXene lateral size),,1–3 nm,,~20 µm,,1 mol L⁻¹ Et₄NBF₄/AN,,10 mV s⁻¹,0.1 A g⁻¹,88 F g⁻¹,,
3,120,10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 2:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",,1–3 µm (MXene lateral size),,1–3 nm,,~26 µm,,1 mol L⁻¹ Et₄NBF₄/AN,,10 mV s⁻¹,0.1 A g⁻¹,126 F g⁻¹,38 F cm⁻³,
3,121,10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 4:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",,1–3 µm (MXene lateral size),,1–3 nm,,~30 µm,,1 mol L⁻¹ Et₄NBF₄/AN,2090 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,138 F g⁻¹,37 F cm⁻³,
4,0,10.1016/j.desal.2019.114267,2020; Agartan et al.,Ti₃C₂Tₓ,"Ti₃C₂ with surface terminations (–OH, –F, =O); ~10% pre-existing Ti oxidation before tests","HF etching (30% HF aqueous, 24 h, 35 °C) of Ti₃AlC₂ MAX phase",Multilayer,,,,,,~140 µm,,"10 mM ""NaCl""",,5 mV s⁻¹,,,,
4,3,10.1016/j.cej.2020.126827,2021; Anwer et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O terminations",Modified-MILD (LiF/HCl etching),Few-layer / ultrathin delaminated,~1.2 nm,2–4 µm,,,,,1 mg,1 M NaCl,,10 mV s⁻¹,2 A g⁻¹,142 F g⁻¹,,
4,4,10.1007/s10934-025-01817-7,2025; Karthikeyan et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, –F surface terminations","MILD (LiF/HCl etching) followed by hydrothermal compositing with GO at 140 °C, 6 h",Few-layer (single-layer Ti₃C₂Tₓ nanoflakes observed),,2.2 ± 0.5 µm,,4.8 nm (range 2–5 nm),,,,1 M KOH,174 m² g⁻¹,10 mV s⁻¹,1 A g⁻¹,335 C g⁻¹,412.4 F cm⁻³,
4,5,10.1002/adfm.202005663,2020; Fang et al.,Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O, and C–Ti–Fₓ surface groups",Spray-lyophilization of 2D Ti₃C₂Tₓ (etched from Ti₃AlC₂); 3D architecture formed by spraying aqueous dispersion into boiling liquid N₂ followed by vacuum drying,Few-layer,1.35 nm,,,~100 nm,,"75, 150, 200 µm",0.4–1.2 mg cm⁻²,0.8 M KPF₆ in EC:DEC (1:1 vol%),32.3 m² g⁻¹ (3D-Ti₃C₂); 4.7 m² g⁻¹ (2D-Ti₃C₂),0.5–8.0 mV s⁻¹,0.05–2.0 A g⁻¹ (rate); 1.0 A g⁻¹ (long-term cycling),,,
4,6,10.1016/j.nanoen.2020.104741,"2020, Feng et al.","Ti3C2Tx (Mn2+-intercalated, MIT)","Ti3C2Tx with –OH, –O and –F surface terminations; Mn2+ intercalated and preferentially bonded with O-containing groups (Mn–O confirmed by XPS/DFT)","MILD route: LiF/HCl etching of Ti3AlC2 MAX, followed by MnCl2-solution Mn2+ intercalation and ultrasonic exfoliation",,1.6 nm (MIT); 1.3 nm (raw Ti3C2Tx),~200 nm,,,,2.5 µm (MIT film),"1.75 mg (MIT); 1.66 mg (raw Ti3C2Tx), total electrode mass per device; not normalized per cm2",PVA/H3PO4 gel electrolyte (all-solid-state),,2 mV s-1,0.1 mA cm-2,,,87 mF cm-2 (MIT); 77.5 mF cm-2 (raw Ti3C2Tx) at 2 mV s-1
4,9,10.1016/j.cej.2019.123329,"2019, Ma et al.",Ti3C2Tx,"Ti3C2Tx with –O, –OH and –F terminations; termination ratio –O:–OH:–F = 0.21:0.35:0.43, confirmed by XPS","MILD route: LiF/HCl etching of Ti3AlC2 MAX (1 g LiF + 20 mL 9 M HCl, 40 °C, 24 h), followed by sonication under Ar and vacuum filtration",Few-layer to single-layer after ultrasonic delamination; confirmed by SEM/TEM,1.28 nm from XRD (002) peak at 2θ = 6.87°; consistent with TEM,,,,,,,1 M NaCl for electrochemistry; 10 mM NaCl for CDI feed,2.1 m² g⁻¹,"1, 5, 10, 20 and 50 mV s⁻¹",100 mA g⁻¹,127.76 F g⁻¹ (≈31.94 mAh g⁻¹) at 100 mA g⁻¹ in 1 M NaCl,,
4,10,10.1007/s11771-022-4893-0,"2022, Min et al.",Ti3C2Tx (monolayer),"Ti3C2Tx with –O, –OH and –F surface terminations; Ti–O, Ti–OH and Ti–F bonds detected by XPS","HF etching route: 40% HF for 24 h at 25 °C, followed by absolute ethyl alcohol intercalation–delamination and vacuum freeze-drying",Monolayer; delaminated from multilayer Ti3C2Tx,"4.669 Å, d(002) from SAED for monolayer Ti3C2Tx; XRD (002) shifted from 9.52° to 5.07°",1.105–1.612 µm,,"~2–4 nm (mesoporous), from pore size distribution; H3-type hysteresis indicates mesopores",,0.8 nm monolayer nanosheet thickness from AFM; multilayer thickness was 23.3 nm,"~1 mg total on glassy carbon working electrode, not areal; CDI electrode used ~200 mg on 100×100 mm plate",1.0 mol L-1 NaCl for CV; 1 g L-1 NaCl for EIS; 10–2000 mg L-1 NaCl for CDI,235.6 m² g⁻¹,10 mV s⁻¹,,"144.7 F g⁻¹ at 10 mV s⁻¹; 133.9, 125.5 and 118.2 F g⁻¹ at 20, 50 and 100 mV s⁻¹",,
4,13,,,V2CTx/Ti3C2Tx composite; best electrode V/T-30% (30 wt% V2CTx),"Vanadium carbide (V2C) particles plus titanium carbide (Ti3C2) sheets with –F, –O and –OH surface terminations; Tx defined in introduction",LiF/HCl MILD etching for Ti3C2Tx; NaF/HCl etching at 90 °C for 72 h for V2CTx; vacuum filtration to form binder-free composite film,Delaminated few-layer Ti3C2Tx matrix plus multilayer V2CTx pillars; stated as d-Ti3C2Tx and ml-V2CTx,,,,,,,,1 M H2SO4 for three-electrode testing; 3 M H2SO4 for symmetric supercapacitor,,2 mV s⁻¹,1 A g⁻¹,356 F g⁻¹ for V/T-30% film at 2 mV s⁻¹ in 1 M H2SO4,,
4,14,,"2022, Yang et al.",Ti3C2Tx,"Ti3C2Tx with –OH and –F surface terminations; confirmed by FTIR (O–H at 3431 cm⁻¹, hydroxyl at 1620 cm⁻¹, C–F at 1108 cm⁻¹) and XPS","Sacrificial PS-template method plus in-situ PANI polymerization; PS removed at 400 °C for 2 h, and aniline polymerized with APS in 0.1 M HCl at 4 °C for 12 h","Few-layer; few-layered structures after ultrasonic treatment shown by SEM/TEM, but no explicit count","14.4692 Å for composite vs 13.5896 Å for pristine Ti3C2Tx, from XRD (002); expansion of 0.8796 Å",,,"23.45 nm average; distribution at 52.42, 25.76 and 16.07 nm from BJH N2 adsorption",,,,1 M NaCl for CDI/electrochemistry; 1 M KOH for electrochemistry; CDI uses 500 mg L-1 NaCl feed,74 m² g⁻¹,10 mV s⁻¹,,102 F g⁻¹ in 1 M NaCl per abstract/conclusion; 125.85 F g⁻¹ in 1 M NaCl in results; 515.75 F g⁻¹ in 1 M KOH,,
4,16,,"2022, Murugesan & Nagamuthu Raja",Ti3C2Tx,"Ti3C2Tx with –OH, –F, –O and =O surface terminations; confirmed by XPS (Ti 2p, C 1s, O 1s and F 1s)","Direct HF etching: 30 wt% HF for 5 h at room temperature, 750 rpm; 250 mg Ti3AlC2 in 50 mL HF",Multilayer; FESEM shows distinctly separated layers post-etching,10.1 Å from XRD (002) peak; expanded from 9.8 Å for MAX phase,,,,,,1 mg cm⁻²; 1 mg active material on 1×1 cm² grafoil sheet,3 M KOH (best); 3 M Na2SO4 compared,,5 mV s⁻¹,2 A g⁻¹,92 F g⁻¹ in 3 M KOH at 2 A g⁻¹; 75 F g⁻¹ in 3 M Na2SO4,,
4,18,10.1016/j.ceramint.2018.05.055,"2018, Ramachandran et al.",Ti3C2Tx,Ti3C2 with -OH and -F terminations; combined with Co-MOF on Ni foam; intercalation pseudocapacitance,HF etching of Ti3AlC2 at 50C for 36 h; in-situ hydrothermal with Co-MOF at 120C for 12 h,Multilayer,,,,14.79 nm,,,5 +/- 0.1 mg,3 M KOH,14.012 m2 g-1,2 mV s-1,3 mA cm-2,3741 F g-1,,18.7 F cm-2
4,19,10.1002/aenm.201502290,"2016, Come et al.",Ti3C2Tx,Ti3C2(OH/O/F),"HF etching of Ti3AlC2, DMSO intercalation, sonication, vacuum filtration to free-standing paper",,,,,,,2 μm,,1 M Li2SO4 (aqueous),,5 mV s⁻¹ (pre-cycling); 2 mV s⁻¹ (in-situ CR-AFM scans),,,,
4,20,10.1002/aenm.201502290,"2016, Come et al.",Ti3C2Tx,Ti3C2(OH/O/F),"HF etching of Ti3AlC2, DMSO intercalation, sonication, vacuum filtration to free-standing paper",,,,,,,2 μm,,0.5 M K2SO4 (aqueous),,5 mV s⁻¹ (pre-cycling); 2 mV s⁻¹ (in-situ CR-AFM scans),,,,
4,24,10.1007/s13391-016-6088-z,"2016, Wang et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –O, –OH, –F surface terminations","Hydrothermal etching with NH₄F (150 °C, 24 h)",,12.46 Å,,,18.26 nm,,0.12 mm,,3 M KOH,47.25 m² g⁻¹,1–40 mV s⁻¹,2 A g⁻¹,,141 F cm⁻³,
4,25,10.1016/j.nanoen.2019.103991,"2019, Allah et al.",Ti3C2Tx,"Ti3C2 with -OH, -F, =O terminations hybridized with N-doped ordered mesoporous carbon (NOMC); N-6 (21%), N-5, N-Q, N-X (26%) species confirmed by XPS","HF etching of Ti3AlC2 (60°C, 18h) + TMAOH delamination (RT, 18h) + sonication (2h); PMF/P123 micelle self-assembly on MXene surface; hydrothermal 130°C, 20h; carbonization 900°C, 4h, N2 atmosphere, ramping rate 5°C min-1",Delaminated (exfoliated single/few-layer nanosheets),,"Several micrometers lateral (SEM, Fig. S1); individual layer thickness: NOMC 10-30 nm, Ti3C2Tx 10-15 nm (cross-section TEM, Fig. 2c)",,,,,"~1 mg cm-2 (calculated from 2 mg/400 µL ink, 200 µL deposited on 1×1 cm2 graphite paper)","3 M KOH (aqueous, three-electrode system)",1023 m2 g-1 (BET),5 mV s-1 (CV comparison condition),1 A g-1 (GCD condition for best capacitance),329 F g-1 at 1 A g-1 (three-electrode); 276 F g-1 at 1 A g-1 (symmetric cell),823 F cm-3 at 1 A g-1 (three-electrode); 690 F cm-3 at 1 A g-1 (symmetric cell),
4,26,10.1016/j.nanoen.2019.103991,"2019, Allah et al.",Ti3C2Tx,"Ti3C2 with surface terminations (-OH, -F, =O); as-prepared delaminated form used as electrode (no calcination step)","HF etching of Ti3AlC2 (60°C, 18h) + TMAOH delamination + sonication; no NOMC step",Delaminated (exfoliated single/few-layer nanosheets),,"Several micrometers (lateral, from SEM)",,Mesopores only (from interlayer space); no explicit diameter value given,,,"~1 mg cm-2 (calculated from same ink preparation: 2 mg/400 µL ink, 200 µL on 1×1 cm2)","3 M KOH (aqueous, three-electrode system)",149 m2 g-1 (BET),5 mV s-1 (CV comparison condition),1 A g-1 (GCD condition),230 F g-1 at 1 A g-1; retains 25% (57.5 F g-1) at 50 A g-1,,
4,28,10.1039/C6NR01462C,"2016, Mashtalir et al.",Ti₃C₂Tₓ,"Ti₃C₂ with –OH, –F, =O surface terminations","HF etching of Ti₃AlC₂ MAX phase (50% HF aq., RT, 18 h); washed 6–8× with DI water to pH ≈ 6; filtered through polypropylene membrane, washed with ethanol, dried under vacuum (<10 Torr, RT, 24 h)",Multilayer,20.2 Å (c-lattice parameter from XRD (0002) peak),,,,,70 µm,,1 M H₂SO₄ (aq.),,1–100 mV s⁻¹,"0.1, 1, 10 A g⁻¹",,,
4,29,10.1039/C6NR01462C,"2016, Mashtalir et al.",Ti₃C₂Tₓ/N₂H₄,Ti₃C₂ with reduced –OH/–F terminations; intercalated N₂H₄ monolayer; ~46% of initial H content retained (by INS),"HF etching of Ti₃AlC₂ MAX phase (50% HF aq., RT, 18 h); wet powder suspended in hydrazine monohydrate (HM:MXene = 10:1 wt), stirred 24 h at RT; filtered, washed with ethanol, dried under vacuum (<10 Torr, RT, 24 h)",Multilayer; ~100 nm-thick lamellas after intercalation (SEM); crystalline size along c = 20.4 nm (Scherrer formula),25.4 Å (c-lattice parameter from XRD (0002) peak after HM treatment; increased from 20.2 Å),,,,,70 µm,,1 M H₂SO₄ (aq.); 0.5 M K₂SO₄ (aq.); 1 M LiClO₄ in EC:DMC (1:1 v/v),,1–100 mV s⁻¹,"0.1, 1, 10 A g⁻¹ (GCD); 5 A g⁻¹ (cycling stability test, Fig. 4c)","215 F g⁻¹ (GCD at 5 A g⁻¹, 1 M H₂SO₄, from results section); 250 F g⁻¹ (stated in abstract, acidic electrolyte)","250 F cm⁻³ (GCD at 5 A g⁻¹, 1 M H₂SO₄)",
