source_file,source_path,doi,year,authors,electrode_label,role,is_primary,mxene_formula,mxene_formula__unit,mxene_formula__conf,composition,composition__unit,composition__conf,synthesis_method,synthesis_method__unit,synthesis_method__conf,layer_no,layer_no__unit,layer_no__conf,layer_no__src,interlayer_spacing,interlayer_spacing__unit,interlayer_spacing__conf,interlayer_spacing__src,flake_size,flake_size__unit,flake_size__conf,flake_size__src,porosity,porosity__unit,porosity__conf,porosity__src,pore_diameter,pore_diameter__unit,pore_diameter__conf,pore_diameter__src,tortuosity,tortuosity__unit,tortuosity__conf,electrode_thickness,electrode_thickness__unit,electrode_thickness__conf,electrode_thickness__src,mass_loading,mass_loading__unit,mass_loading__conf,mass_loading__src,electrolyte,electrolyte__unit,electrolyte__conf,ssa,ssa__unit,ssa__conf,ssa__src,scan_rate,scan_rate__unit,scan_rate__conf,scan_rate__src,current_density,current_density__unit,current_density__conf,current_density__src,gravimetric_capacitance,gravimetric_capacitance__unit,gravimetric_capacitance__conf,gravimetric_capacitance__src,volumetric_capacitance,volumetric_capacitance__unit,volumetric_capacitance__conf,volumetric_capacitance__src,areal_capacitance,areal_capacitance__unit,areal_capacitance__conf,areal_capacitance__src,formula_match,formula_reasoning,synthesis_match,synthesis_reasoning,electrolyte_match,electrolyte_reasoning,overall,overall_reasoning
nenergy2017105.pdf,nenergy2017105.pdf,10.1038/nenergy.2017.105,2017,Lukatskaya et al.,"Macroporous Ti3C2Tx (3.7 mg cm−2, 130 μm)",variant,False,Ti3C2Tx,,stated,Ti3C2Tx,,stated,LiF/HCl etching (MILD); PMMA-templated macroporous film,,stated,few monolayers,,stated,,26.8,Å,derived,,few-layer,,derived,,,,uncertain,,1–2,μm,derived,,,,uncertain,130,μm,stated,,3.7,mg cm−2,stated,,3 M H2SO4,,derived,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn3c11551.pdf,nn3c11551.pdf,10.1021/acsnano.3c11551,2024,Sikdar et al.,MH,control,False,Ti3C2Tx,,stated,Ti3C2Tx hydrogel,,stated,LiF/HCl (MILD) etching and [Zn(NH3)4]2+-induced hydrogel assembly,,stated,delaminated,,stated,,1.40,nm,stated,,,,stated,,,,stated,,2–10,nm,stated,,,,stated,,,stated,,,,stated,,3 M H2SO4,,derived,20,m2 g−1,stated,,10,mV s−1,stated,,,,stated,,252.5,F g−1,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSC-1,control,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,stated,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,1,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,1.5,μm,stated,,3.5,mg cm−2,figure,"[UNCONFIRMED] Fig 3e inset (CA vs M/A, log-log). Calibrated on the x-tick series: detected ticks fit an Origin log axis with 327.2 px/decade, tick at px 899.7 = 5 mg cm-2 and px 998.2 = 10 mg cm-2 (labels sit exactly on those two ticks; the 8 intervening minor ticks reproduce the 5/9-step grid to <0.5 px). Leftmost blue marker at px x=850.8 -> 5*10^((850.8-899.7)/327.2) = 3.54 mg cm-2. Assignment to MSC-1 verified on the y-axis (100 at px 977, 131.5 px/decade): that marker reads C_A = 166 mF cm-2, vs 171 predicted by eq 2 from the stated C/A = 168.1 mF cm-2 at 2 mV/s with the stated tau_MSC-1 = 5.5 s (3% agreement). [+-6%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,stated,,,,uncertain,,,,uncertain,,1121,F cm−3,derived,"Derived from two paper-stated numbers using the paper's own normalization (""total volume (V) was calculated by multiplying the total area by the maximum thickness of fingers""): 168.1 mF cm-2 (stated, 2 mV/s) / 1.5 um = 0.1681 F cm-2 / 1.5e-4 cm = 1121 F cm-3. Cross-check with the paper's own energy formula E = C/V * V^2/7200: 1120.7*0.36/7200 = 56.0 mWh cm-3, matching the stated ""about 56 mW h cm-3"" volumetric energy density for MSC-1 exactly. Device-level (two-electrode) basis, same as the already-filled areal value. [+-5%]",168.1,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSC-2,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,2,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,3.5,μm,stated,,4.3,mg cm−2,figure,"[UNCONFIRMED] Fig 3e inset, same calibration as MSC-1 (5 mg cm-2 at px 899.7, 327.2 px/decade). Second blue marker at px x=879.3 -> 4.33 mg cm-2. Its y read gives C_A = 321 mF cm-2, consistent with the stated 315.8 mF cm-2 at 2 mV/s (C_A must slightly exceed the measured value; implied tau ~6 s, in the stated 5.5-24.3 s range). [+-6%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,stated,,,,uncertain,,,,uncertain,,902,F cm−3,derived,Derived: stated 315.8 mF cm-2 at 2 mV/s / stated 3.5 um height = 0.3158 F cm-2 / 3.5e-4 cm = 902 F cm-3 (paper's normalization: total area x finger height; method verified exactly on MSC-1 against its stated 56 mWh cm-3). [+-5%],315.8,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSC-5,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,5,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,12,μm,stated,,6.7,mg cm−2,figure,"[UNCONFIRMED] Fig 3e inset, same calibration. Marker at px x=941.6 -> 6.71 mg cm-2, y read C_A = 732 mF cm-2. The inset carries FIVE blue markers but only four MSC devices exist; assignment is fixed by physics: the marker at x=923.7 reads C_A = 578 mF cm-2, which is BELOW the stated 685.4 mF cm-2 measured at 2 mV/s and therefore cannot be MSC-5 (eq 2 requires C_A >= C/A). The x=941.6 marker (C_A = 732) implies tau = 19 s, inside the stated 5.5-24.3 s range. Extra uncertainty assigned because of the unexplained 5th marker. [+-8%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,stated,,,,uncertain,,,,uncertain,,571,F cm−3,derived,Derived: stated 685.4 mF cm-2 at 2 mV/s / stated 12 um height = 0.6854 F cm-2 / 12e-4 cm = 571 F cm-3 (paper's total-area x finger-height normalization; method verified on MSC-1 against its stated 56 mWh cm-3). [+-5%],685.4,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSC-10,primary,True,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,10,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,75,μm,stated,,10.7,mg cm−2,figure,"[UNCONFIRMED] Fig 3e inset, same calibration. Rightmost blue marker at px x=1007.7 -> 10.69 mg cm-2; its y read gives C_A = 1134 mF cm-2, versus 1126 predicted by eq 2 from the stated C/A = 1035 mF cm-2 at 2 mV/s with the stated tau_MSC-10 = 24.3 s (0.7% agreement), confirming the identification. [+-6%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,stated,,,,uncertain,,,,uncertain,,138,F cm−3,derived,"Derived: stated 1035 mF cm-2 at 2 mV/s / stated 75 um height = 1.035 F cm-2 / 75e-4 cm = 138 F cm-3 (paper's total-area x finger-height normalization; method verified on MSC-1 against its stated 56 mWh cm-3). Consistency check: the stated max areal energy 51.7 uWh cm-2 back-solves to C/A = 1034 mF cm-2 via E = C/A*V^2/7200, matching the stated 1035. [+-5%]",1035,mF cm−2,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSCF-1,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,stated,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,1,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,2.2,mg cm−2,figure,"[UNCONFIRMED] Fig 4d inset (C_A vs M/A, LINEAR axes). x ticks 2/4/6/8/10 mg cm-2 at px 1584.4/1637.7/1690.1/1743.3/1796.5 (26.47 px per unit); y ticks 800/600/400/200 at px 667.9/713.5/759.1/804.6. Four blue markers for four MSCF devices, monotonic. Lowest marker px (1588.7, 821.7) -> M/A = 2.16 mg cm-2, C_A = 125 mF cm-2 (consistent with the 134 mF cm-2 read at 2 mV/s within read error). [+-4%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,figure,"Scan rate at which the Fig 4d areal capacitance above was read; the leftmost data column calibrates to 2.02-2.05 mV/s and 2 mV s-1 is an explicit set point of the CV series (Fig 4b legend ""2 mV s-1""; Methods: ""scan rates ranging from 2 to 1000 mV s-1"").",,,uncertain,,,,uncertain,,,,uncertain,,134,mF cm−2,figure,"[UNCONFIRMED] Fig 4d (areal capacitance vs scan rate, log-log; MSCF-1 = black squares). Axes calibrated on detected tick series: x majors 1/10/100/1000 at px 1505.2/1675.0/1844.7/2014.6 (169.8 px/decade); y majors 1000/100/10 at px 438.7/618.1/797.1 (179.2 px/decade). Leftmost black square centre px (1556.3, 595.0) -> 2.05 mV/s, 134 mF cm-2. Square marker so centroid = data point; no shape bias. Text gives no MSCF capacitance value, so no direct cross-check available; magnitudes are consistent with the paper's statement that polymer-substrate devices underperform the glass ones (168.1 mF cm-2 for MSC-1). [+-3%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSCF-2,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,2,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,3.0,mg cm−2,figure,"[UNCONFIRMED] Fig 4d inset, linear-axis calibration as above. Second marker px (1609.9, 799.2) -> M/A = 2.96 mg cm-2, C_A = 224 mF cm-2, which coincides with the MSCF-2 value read at 2 mV/s in the main panel, confirming the assignment. [+-4%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,figure,"Scan rate of the Fig 4d point read above; leftmost data column calibrates to 2.03 mV/s, an explicit CV set point (Fig 4b legend, Methods ""2 to 1000 mV s-1"").",,,uncertain,,,,uncertain,,,,uncertain,,224,mF cm−2,figure,"[UNCONFIRMED] Fig 4d, same axis calibration as MSCF-1. Leftmost red circle centre px (1556.7, 555.0) -> 2.03 mV/s, 224 mF cm-2. Circular marker, so centroid = data point. Matches the Fig 4d inset C_A = 224 mF cm-2 for the corresponding device. [+-3%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSCF-5,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,5,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,5.4,mg cm−2,figure,"[UNCONFIRMED] Fig 4d inset, linear-axis calibration as above. Third marker px (1673.1, 756.8) -> M/A = 5.35 mg cm-2, C_A = 410 mF cm-2 (matches the MSCF-5 main-panel value of ~400 mF cm-2 at 2 mV/s). [+-4%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,figure,"Scan rate of the Fig 4d point read above; leftmost data column calibrates to 2.03 mV/s, an explicit CV set point (Fig 4b legend, Methods ""2 to 1000 mV s-1"").",,,uncertain,,,,uncertain,,,,uncertain,,400,mF cm−2,figure,"[UNCONFIRMED] Fig 4d, same calibration. Leftmost green up-triangle at 2.03 mV/s: bounding-box centre px y=509.0 -> 405 mF cm-2 (area centroid y=511.1 -> 394; up-triangle centroid sits below the marker centre, so the two bracket the true value). Reported as 400 with a widened uncertainty for the triangle shape bias. Fig 4d inset gives C_A = 410 mF cm-2 for this device, which is the v->0 extrapolation and must exceed the 2 mV/s value - consistent. [+-6%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSCF-10,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,derived,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,10,,stated,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,9.3,mg cm−2,figure,"[UNCONFIRMED] Fig 4d inset, linear-axis calibration as above. Highest marker px (1778.8, 677.0) -> M/A = 9.34 mg cm-2, C_A = 760 mF cm-2, which with the text-stated tau_MSCF-10 = 50.2 s reproduces the 2 mV/s main-panel value (633 vs 620 read), confirming the assignment. [+-4%]",PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,2,mV s−1,figure,"Scan rate of the Fig 4d point read above; leftmost data column calibrates to 2.02 mV/s, an explicit CV set point (Fig 4b legend, Methods ""2 to 1000 mV s-1"").",,,uncertain,,,,uncertain,,,,uncertain,,620,mF cm−2,figure,"[UNCONFIRMED] Fig 4d, same calibration. Leftmost blue down-triangle at 2.02 mV/s: bounding-box centre px y=476.5 -> 615 mF cm-2, area centroid y=474.4 -> 632 (down-triangle centroid sits above the marker centre). Reported as 620. Independent check: Fig 4d inset gives C_A = 760 mF cm-2 for this device, and eq 2 with the text-stated tau_MSCF-10 = 50.2 s predicts C/A = 760*(1 - 2*50.2/600) = 633 mF cm-2 at 2 mV/s - within 2% of the read. [+-6%]",True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
nn9b07325.pdf,nn9b07325.pdf,10.1021/acsnano.9b07325,2020,Orangi et al.,MSCs printed on paper,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx (Tx = =O, -OH, and -F)",,stated,"LiF/HCl selective etching of Ti3AlC2, followed by delamination by tip sonication",,derived,,,uncertain,,,,uncertain,,∼0.3,μm,derived,,,,uncertain,,,,uncertain,,,,uncertain,,,uncertain,,,,uncertain,,PVA/H2SO4 gel electrolyte,,derived,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,,,uncertain,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,2021,Wu et al.,Ti3C2Tx film,control,False,Ti3C2Tx,,stated,Ti3C2Tx nanosheet film,,stated,Selective etching of Ti3AlC2 using LiF and HCl; vacuum filtration,,derived,,,stated,,1.48,nm,figure,"[UNCONFIRMED] Figure 2d (zoomed XRD, 5-10 deg). Pixel-calibrated on the 5/6/7/8/9/10 deg ticks: black Ti3C2Tx-film (0002) apex at 2theta=5.95 deg -> theta=2.974, d=1.5406/(2*sin2.974)=14.85 A=1.485 nm. Check: paper states delta-d between vacuum-dried Ti3C2Tx film and microgel film = 0.11 nm; my reads give 1.485-1.383=0.102 nm, agreeing within 0.01 nm. [+-2%]",,,stated,,,,stated,,,,stated,,,,stated,3,um,figure,"[UNCONFIRMED] Printed label burned into Figure 2c (cross-sectional SEM of the Ti3C2Tx film): '3 um, 1.19 mg cm-2'. The white arrow spans the entire film from top surface to substrate. Not a scale-bar estimate - it is the authors' own printed number. Cross-check: 1.19 mg cm-2 / 3.0e-4 cm = 3.97 g cm-3, exactly the 0%-microgel density point read from Figure 2g.",1.19,mg cm-2,figure,"[UNCONFIRMED] Printed label in Figure 2c: '3 um, 1.19 mg cm-2'. Consistency check with Figure 2g density (3.97 g cm-3) x 3 um = 1.19 mg cm-2.",3 M H2SO4 aqueous electrolyte,,derived,8.4,m2 g-1,derived,"Text states the series range 'specific surface area (SSA) (8.4-65.4 m2 g-1)' and 'from 8.4 to 65.4 m2 g-1 (Figure 2g)'. Figure 2g shows SSA rising monotonically with microgel content, so 8.4 is the 0%-microgel (pure Ti3C2Tx film) end. My independent pixel read of the 0% red marker gives 8.4 m2 g-1, matching the stated endpoint exactly. [+-2%]",2000,mV s-1,stated,Figure 3d is explicitly labelled '2000 mV s-1' and its caption reads 'Gravimetric and volumetric capacitance of films with different microgel content at 2000 mV s-1'. This is the scan rate for the two capacitance values reported for this row.,,,stated,,31,F g-1,figure,"[UNCONFIRMED] Figure 3d, black circle at 0% microgel content, left axis calibrated on the 100/200/300 F g-1 ticks -> 31 F g-1. Calibration validated on the same panel: the 50% red star reads 734 F cm-3 vs the text-stated 736 F cm-3 (0.3% error). Also consistent with the stated 10% retention at 2000 mV s-1 (31/0.10 = 310 F g-1 at 10 mV s-1, near the ~295 F g-1 common low-rate value). Three-electrode value, not a device value. [+-6%]",125,F cm-3,figure,"[UNCONFIRMED] Figure 3d, red star at 0% microgel content, right axis calibrated on the 0/150/300/450/600/750 F cm-3 ticks -> 125 F cm-3 at 2000 mV s-1. Internal check: 125/31 = 4.03 g cm-3, matching the 3.97 g cm-3 density of this film from Figure 2g. Panel calibration verified by the 50% star reading 734 vs stated 736 F cm-3. [+-5%]",,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,2021,Wu et al.,RAMX-25% film,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx nanosheets and Ti3C2Tx microgels, 25% microgel content",,stated,LiF/HCl-etched Ti3C2Tx; GO-assisted hydrogel disassembly; vacuum filtration,,derived,,,stated,,1.39,nm,figure,"[UNCONFIRMED] Figure 2d (zoomed XRD 5-10 deg), red curve (0002) apex at 2theta=6.34 deg -> d=1.5406/(2*sin(3.17 deg))=13.92 A=1.392 nm. NOTE: the three RAMX curves peak at 6.344/6.347/6.327 deg, i.e. identical within my +/-0.03 deg reading precision; I report the same 1.39 nm for all three rather than fabricate an ordering. [+-2%]",,,stated,,,,stated,,3–5,nm,stated,,,,stated,,,stated,,,,stated,,3 M H2SO4 aqueous electrolyte,,derived,,,stated,,2000,mV s-1,stated,Figure 3d panel label '2000 mV s-1' and caption 'Gravimetric and volumetric capacitance of films with different microgel content at 2000 mV s-1' - the condition for this row's two capacitance values.,,,stated,,,,stated,,,,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,2021,Wu et al.,RAMX-50% film,primary,True,Ti3C2Tx,,stated,"Ti3C2Tx nanosheets and Ti3C2Tx microgels, 50% microgel content",,stated,LiF/HCl-etched Ti3C2Tx; GO-assisted hydrogel disassembly; vacuum filtration,,derived,,,stated,,1.39,nm,figure,"[UNCONFIRMED] Figure 2d (zoomed XRD 5-10 deg), blue curve (0002) apex at 2theta=6.35 deg -> d=1.5406/(2*sin(3.17 deg))=13.91 A=1.391 nm. The three RAMX curves (6.344/6.347/6.327 deg) are indistinguishable within my +/-0.03 deg precision, so all three get the same 1.39 nm. [+-2%]",,,stated,,,,stated,,3–5,nm,stated,,,,stated,3.5,um,figure,"[UNCONFIRMED] Printed label burned into Figure 2b (cross-sectional SEM of RAMX-50% film): '3.5 um, 1.16 mg cm-2'. The white arrow spans the whole film. Cross-check: 1.16 mg cm-2 / 3.5e-4 cm = 3.31 g cm-3, matching the ~3.3 g cm-3 density at 50% microgel in Figure 2g, and matching 736/221 = 3.33 from Figure 3d.",1.16,mg cm-2,figure,"[UNCONFIRMED] Printed label in Figure 2b: '3.5 um, 1.16 mg cm-2'. Text also notes this film has 'a thickness close to the MXene film with similar mass loading' (1.19 mg cm-2 for Ti3C2Tx film).",3 M H2SO4 aqueous electrolyte,,derived,,,stated,,10,mV s−1,stated,,,,stated,,295,F g-1,derived,"[UNCONFIRMED] Derived at the row's existing scan rate of 10 mV s-1, two independent ways that agree. (1) C_g = C_v/density = 978 F cm-3 (text-stated at 10 mV s-1) / 3.31 g cm-3 (= 1.16 mg cm-2 / 3.5 um, printed in Figure 2b) = 295 F g-1. (2) From Figure 3d, C_g(2000 mV s-1) = 221 F g-1, and the text states 75% retention from 10 to 2000 mV s-1, so C_g(10) = 221/0.75 = 295 F g-1. [+-4%]",978,F cm−3,stated,,,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,Reassembly-of-MXene-Hydrogels-into-Flexible-Films-towards-Compact-and-Ultrafast-Supercapacitors.pdf,10.1002/adfm.202102874,2021,Wu et al.,RAMX-75% film,variant,False,Ti3C2Tx,,stated,"Ti3C2Tx nanosheets and Ti3C2Tx microgels, 75% microgel content",,stated,LiF/HCl-etched Ti3C2Tx; GO-assisted hydrogel disassembly; vacuum filtration,,derived,,,stated,,1.39,nm,figure,"[UNCONFIRMED] Figure 2d (zoomed XRD 5-10 deg), green curve (0002) apex at 2theta=6.33 deg -> d=13.96 A=1.396 nm. Reported as 1.39 nm because the three RAMX curves (6.327-6.347 deg) are equal within my +/-0.03 deg precision; I do not claim an ordering among them. [+-2%]",,,stated,,,,stated,,3–5,nm,stated,,,,stated,,,stated,,,,stated,,3 M H2SO4 aqueous electrolyte,,derived,,,stated,,2000,mV s-1,stated,Figure 3d panel label '2000 mV s-1' / caption 'at 2000 mV s-1' - the condition for this row's capacitance values.,,,stated,,197,F g-1,figure,"[UNCONFIRMED] Figure 3d, black circle at 75% microgel content -> 197 F g-1 at 2000 mV s-1. Internal check: 579/197 = 2.94 g cm-3 = the 75% density read from Figure 2g (2.93). Panel calibration verified by the 50% red star reading 734 vs stated 736 F cm-3. [+-5%]",579,F cm-3,figure,"[UNCONFIRMED] Figure 3d, red star at 75% microgel content, right axis (0/150/300/450/600/750 ticks) -> 579 F cm-3 at 2000 mV s-1. Same-panel calibration check: 50% star = 734 vs text-stated 736 F cm-3. [+-4%]",,,stated,,True,Primary formula 'Ti3C2Tx' contains Ti3C2 (Ti3C2Tx or Ti3C2).,True,Synthesis explicitly mentions both LiF and HCl.,True,Electrolyte explicitly mentions H2SO4 (sulfuric acid).,PASS,Passes all criteria.
