DOI,Year & Author,Mxene formula,Composition,Synthesis method,Layer No,Interlayer spacing (d),Flake Size,Porosity,Pore Diameter,Tortuosity,Electrode Thickness,Mass Loading,Electrolyte,SSA,Scan Rate,Current Density,Gravimetric Capacitance,Volumetric Capacitance,Areal Capacitance
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ rolled freeze-cast aerogel, high density (~1 g cm⁻³)",Unidirectional freeze-casting + calendaring,Not reported,Not reported,Not reported,Not reported,~1 µm (accessible pores),Not reported,60 µm,Not reported,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,315 F g⁻¹,323 F cm⁻³,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ rolled freeze-cast aerogel, low density (0.434 g cm⁻³)",Unidirectional freeze-casting + calendaring (slice),Not reported,Not reported,Not reported,Not reported,~1 µm (accessible pores),Not reported,60 µm,Not reported,3 M H₂SO₄,Not reported,10 mV s⁻¹,Not reported,421 F g⁻¹,183 F cm⁻³,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ vertically aligned array on Cu, all-solid-state supercapacitor",Concentrated HF etching + Cu sacrificial template + KOH treatment,Accordion-like multilayer,Expanded via KOH treatment,Not reported,Not reported,Not reported,Not reported,5 µm,Not reported,PVA-H₃PO₄,Not reported,Not reported,Not reported,485 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ vertically aligned array on Cu, all-solid-state supercapacitor",Concentrated HF etching + Cu sacrificial template + KOH treatment,Accordion-like multilayer,Expanded via KOH treatment,Not reported,Not reported,Not reported,Not reported,50 µm,Not reported,PVA-H₃PO₄,Not reported,Not reported,Not reported,354 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ/rGO,"Ti₃C₂ with rGO, self-healing freeze-cast aerogel MSC; density 0.012 g cm⁻³",rGO composite + freeze-casting + polyurethane matrix,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,PVA-H₂SO₄,Not reported,Not reported,Not reported,Not reported,Not reported,34.6 mF cm⁻²
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/AC/CNT/GO,"N-doped Ti₃C₂ with activated carbon, CNTs, GO composite ink",N-doped MXene + extrusion 3D printing + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,1.65 mm (1 layer),21.67 mg cm⁻²,PVA-H₂SO₄,Not reported,Not reported,Not reported,142 F g⁻¹,Not reported,142 mF cm⁻²
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",N-Ti₃C₂Tₓ/AC/CNT/GO,"N-doped Ti₃C₂ with activated carbon, CNTs, GO composite ink",N-doped MXene + extrusion 3D printing + freeze-drying,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,3.3 mm (2 layers),42.25 mg cm⁻²,PVA-H₂SO₄,Not reported,Not reported,Not reported,120 F g⁻¹,Not reported,Not reported
10.1088/2515-7639/ab78f1,"Tontini et al., 2020",Ti₃C₂Tₓ,"Ti₃C₂ additive-free, 3D printed freestanding MSC; flake size 8 µm, 1–3 layers",Additive-free extrusion 3D printing (250–330 µm nozzle) + freeze-drying,1–3 layers,Not reported,8 µm (average lateral size),Not reported,Not reported,Not reported,Not reported,8.5 mg cm⁻²,PVA-H₂SO₄,177 m² g⁻¹,1.7 mA cm⁻²,Not reported,242 F g⁻¹,Not reported,2100 mF cm⁻²
10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,Ti₃C₂ with surface terminations (Tₓ),Colloidal solution synthesis (ref. Alhabeb et al. 2017),Delaminated nanosheets; no explicit count,(002) peak at 2θ = 7.24°; d-spacing value not explicitly calculated,1–3 µm,Not reported,Not reported,Not reported,Not reported,Not reported,1 mol L⁻¹ Et₄NBF₄/AN,4.66 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,17 F g⁻¹,Not reported,Not reported
10.1021/acsenergylett.8b00718,2018; Yu et al.,Not applicable,AC (80 wt%) + carbon black (10 wt%) + PVDF (10 wt%) on Al foil,Slurry coating on aluminum foil current collector,Not applicable,Not applicable,AC particle size 10–20 µm,Not reported,1–3 nm,Not reported,~24 µm,Not reported,1 mol L⁻¹ Et₄NBF₄/AN,1607 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,124 F g⁻¹,39 F cm⁻³,Not reported
10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 1:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",Increased vs. pure MXene; (002) shifts to smaller 2θ; exact value not reported,1–3 µm (MXene lateral size),Not reported,1–3 nm,Not reported,~20 µm,Not reported,1 mol L⁻¹ Et₄NBF₄/AN,Not reported,10 mV s⁻¹,0.1 A g⁻¹,88 F g⁻¹,Not reported,Not reported
10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 2:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",Increased vs. pure MXene; (002) shifts to smaller 2θ; exact value not reported,1–3 µm (MXene lateral size),Not reported,1–3 nm,Not reported,~26 µm,Not reported,1 mol L⁻¹ Et₄NBF₄/AN,Not reported,10 mV s⁻¹,0.1 A g⁻¹,126 F g⁻¹,38 F cm⁻³,Not reported
10.1021/acsenergylett.8b00718,2018; Yu et al.,Ti₃C₂Tₓ,"AC + Ti₃C₂Tₓ MXene, mass ratio AC:MXene = 4:1",Vacuum-assisted filtration of AC + MXene aqueous dispersion,"Delaminated, lamellar; no explicit count",Largest shift among AC/MXene films; exact value not reported,1–3 µm (MXene lateral size),Not reported,1–3 nm,Not reported,~30 µm,Not reported,1 mol L⁻¹ Et₄NBF₄/AN,2090 m² g⁻¹,10 mV s⁻¹,0.1 A g⁻¹,138 F g⁻¹,37 F cm⁻³,Not reported
